,News,News tok,True label,Pred label
334,Piqued by the rising poor food safety practices and standards that led to huge economic losses evident in the myriad of rejects of some food exports at the international markets the Nigerian National Accreditation Systems NiNAS said it is driving performance in the food supply chain to reduce the incidence....Original Source: guardian ng,"[['Piqued', 'the', 'rising', 'poor', 'food', 'safety', 'practices', 'and', 'standards', 'that', 'led', 'huge', 'economic', 'losses', 'evident', 'the', 'myriad', 'rejects', 'some', 'food', 'exports', 'the', 'international', 'markets', 'the', 'Nigerian', 'National', 'Accreditation', 'Systems', 'NiNAS', 'said', 'driving', 'performance', 'the', 'food', 'supply', 'chain', 'reduce', 'the', 'incidence....Original', 'Source:', 'guardian']]",1,0
335,Most issues with food and beverages in Italy involved products of animal origin and were microbiological according to a recent report from authorities. In almost samples of food products were taken from all stages of the supply chain and nearly analyzes conducted as part of official controls....Original Source: dailyscience,"[['Most', 'issues', 'with', 'food', 'and', 'beverages', 'Italy', 'involved', 'products', 'animal', 'origin', 'and', 'were', 'microbiological', 'according', 'recent', 'report', 'from', 'authorities.'], ['almost', 'samples', 'food', 'products', 'were', 'taken', 'from', 'all', 'stages', 'the', 'supply', 'chain', 'and', 'nearly', 'analyzes', 'conducted', 'part', 'official', 'controls....Original', 'Source:', 'dailyscience']]",1,0
336,Top terms eat lightly july healthy diet fruits balanced and healthyOriginal Source: financialexpress,"[['Top', 'terms', 'eat', 'lightly', 'july', 'healthy', 'diet', 'fruits', 'balanced', 'and', 'healthyOriginal', 'Source:', 'financialexpress']]",1,0
337,Paul Hamm needs a new marketing strategy. Either that or he needs a clue. One harmless gesture separates him from lionization in America and canonization in South Korea and,"[['Paul', 'Hamm', 'needs', 'new', 'marketing', 'strategy.'], ['Either', 'that', 'needs', 'clue.'], ['One', 'harmless', 'gesture', 'separates', 'him', 'from', 'lionization', 'America', 'and', 'canonization', 'South', 'Korea', 'and']]",0,1
338,Top terms traditional chinese medicine cmms tcm traceability system spore genetic marker microbial spore geneticOriginal Source: news yahoo,"[['Top', 'terms', 'traditional', 'chinese', 'medicine', 'cmms', 'tcm', 'traceability', 'system', 'spore', 'genetic', 'marker', 'microbial', 'spore', 'geneticOriginal', 'Source:', 'news', 'yahoo']]",1,0
339,Top terms years jorge navarro jason servis pleaded guilty adulterating drugsOriginal Source: yule sohu,"[['Top', 'terms', 'years', 'jorge', 'navarro', 'jason', 'servis', 'pleaded', 'guilty', 'adulterating', 'drugsOriginal', 'Source:', 'yule', 'sohu']]",1,0
340,Top terms harvesting rajshahi markets mango starts appearing sunday morning appearing in rajshahiOriginal Source: yule sohu,"[['Top', 'terms', 'harvesting', 'rajshahi', 'markets', 'mango', 'starts', 'appearing', 'sunday', 'morning', 'appearing', 'rajshahiOriginal', 'Source:', 'yule', 'sohu']]",1,0
341,Original Source: business standard,"[['Original', 'Source:', 'business', 'standard']]",1,0
342,Rae Bareli: The police have recovered kg of fake cumin seeds jeera made by using pieces of coconut broom bits molasses grass and stone powder in Uttar Pradesh's Rae Bareli. The police has lodged an FIR against seven people in the case and initiated a probe....Original Source: ndtvnews,"[['Rae', 'Bareli:', 'The', 'police', 'have', 'recovered', 'fake', 'cumin', 'seeds', 'jeera', 'made', 'using', 'pieces', 'coconut', 'broom', 'bits', 'molasses', 'grass', 'and', 'stone', 'powder', 'Uttar', ""Pradesh's"", 'Rae', 'Bareli.'], ['The', 'police', 'has', 'lodged', 'FIR', 'against', 'seven', 'people', 'the', 'case', 'and', 'initiated', 'probe....Original', 'Source:', 'ndtvnews']]",1,0
343,Top terms organic spice anita chris evert slice advertising background powderOriginal Source: agricultureandfoodsecurity,"[['Top', 'terms', 'organic', 'spice', 'anita', 'chris', 'evert', 'slice', 'advertising', 'background', 'powderOriginal', 'Source:', 'agricultureandfoodsecurity']]",1,0
344,Top terms increasing consumer preference coming years bolster demand preference for organic specialty crops marketOriginal Source: foodauthenticity,"[['Top', 'terms', 'increasing', 'consumer', 'preference', 'coming', 'years', 'bolster', 'demand', 'preference', 'for', 'organic', 'specialty', 'crops', 'marketOriginal', 'Source:', 'foodauthenticity']]",1,0
345,On the initiative of the Agrárminisztérium Parliament has adopted the törvénymódosítást which enables the food security threat to the criminal action against persons. The adulteration of food and the related fraud illegal activities not only to the domestic....Original Source: agrarszektor,"[['the', 'initiative', 'the', 'Agrárminisztérium', 'Parliament', 'has', 'adopted', 'the', 'törvénymódosítást', 'which', 'enables', 'the', 'food', 'security', 'threat', 'the', 'criminal', 'action', 'against', 'persons.'], ['The', 'adulteration', 'food', 'and', 'the', 'related', 'fraud', 'illegal', 'activities', 'not', 'only', 'the', 'domestic....Original', 'Source:', 'agrarszektor']]",1,0
346,Top terms fda ghana laments laments on global food fraud rise in food publicOriginal Source: foodsafetyafrica,"[['Top', 'terms', 'fda', 'ghana', 'laments', 'laments', 'global', 'food', 'fraud', 'rise', 'food', 'publicOriginal', 'Source:', 'foodsafetyafrica']]",1,0
347,After a certain period it is customary to evaluate the performance of a government in the light of the manifested vision mission quality as well as the quantity of service from the point of beginning to the present stage. Basic goals of the nations could be different; depending upon their circumstances....Original Source: openpr,"[['After', 'certain', 'period', 'customary', 'evaluate', 'the', 'performance', 'government', 'the', 'light', 'the', 'manifested', 'vision', 'mission', 'quality', 'well', 'the', 'quantity', 'service', 'from', 'the', 'point', 'beginning', 'the', 'present', 'stage.'], ['Basic', 'goals', 'the', 'nations', 'could', 'different;', 'depending', 'upon', 'their', 'circumstances....Original', 'Source:', 'openpr']]",1,0
348,Top terms pti led government's commitment dispensation of justice rule of law justice prime minister worldOriginal Source: radio pk,"[['Top', 'terms', 'pti', 'led', ""government's"", 'commitment', 'dispensation', 'justice', 'rule', 'law', 'justice', 'prime', 'minister', 'worldOriginal', 'Source:', 'radio']]",1,0
349,top terms hubei investigated and handled more than cases in the field of people's livelihood since this yearOriginal Source: mdpi,"[['top', 'terms', 'hubei', 'investigated', 'and', 'handled', 'more', 'than', 'cases', 'the', 'field', ""people's"", 'livelihood', 'since', 'this', 'yearOriginal', 'Source:', 'mdpi']]",1,0
350,Top terms general mills hundreds complain robinson township costco warehouse investigating lucky charmsOriginal Source: tampabay,"[['Top', 'terms', 'general', 'mills', 'hundreds', 'complain', 'robinson', 'township', 'costco', 'warehouse', 'investigating', 'lucky', 'charmsOriginal', 'Source:', 'tampabay']]",1,0
351,Top terms aegle marmelos fruit catechins response surface methodology special issue volume research article extractionOriginal Source: thenews pk,"[['Top', 'terms', 'aegle', 'marmelos', 'fruit', 'catechins', 'response', 'surface', 'methodology', 'special', 'issue', 'volume', 'research', 'article', 'extractionOriginal', 'Source:', 'thenews']]",1,0
352,Original Source: bssnews,"[['Original', 'Source:', 'bssnews']]",1,0
353,Top terms farmers making chocolates chief minister world class companies amul milkOriginal Source: daily sun,"[['Top', 'terms', 'farmers', 'making', 'chocolates', 'chief', 'minister', 'world', 'class', 'companies', 'amul', 'milkOriginal', 'Source:', 'daily', 'sun']]",1,0
354,Top terms punjab food authority pfa discards dairy farms shoaib khan jadoonOriginal Source: thenews pk,"[['Top', 'terms', 'punjab', 'food', 'authority', 'pfa', 'discards', 'dairy', 'farms', 'shoaib', 'khan', 'jadoonOriginal', 'Source:', 'thenews']]",1,0
355,I am speaking virtually at the Food and Drug Law Institute FDLI Conference this week: guess is that there will be a few FDA and FSIS people in attendance.My roll is to bring some reality about why it is a bad idea to poison your customers and what the FDA and FSIS leadership should be doing about it.Exposure to Romaine: years oldDays in hospital: through Diagnoses:• E. coli O:H Shiga toxin STEC E coli• Hemolytic uremic syndrome HUS• Acute renal failure requiring prolonged hemodialysis month of dialysis inpatient and month of outpatient intermittent dialysis• Acute respiratory failure requiring chest tube intubation and mechanical ventilation• Ventilator acquired pneumonia• Severe hemolytic anemia from HUS requiring multiple blood transfusions• Pancreatitis• Feeding difficulties requiring prolonged use of nasogastric feeding tube• Chronic hypertension and proteinuria related to HUS requiring medicationPrognosis:• Chronic kidney stage with hypertension and proteinuria; damage from HUS will likely require greater than one kidney transplant over her lifetime• Chronic gastrointestinal difficulties secondary to pancreatitis and prolonged need for feeding tube•Cognitive deficits related to prolonged intensive care stay and residual effects from HUS encephalopathy – learning disabilities and need for close follow up of cognitive function• Females requiring kidney transplantation are at high risk if they become pregnant – Mikayla will not likely ever be able to bear her own children• Multiple blood transfusions cause problems with kidney matching for transplantation may risk waiting for transplant and increased risk for death from kidney failure• After transplantation Mikayla will require immunosuppressant drugs for her lifetime placing her at high risk for acquiring infectious diseases as well as cancerHere is a link to all she and her family went through and will go through forever: JARBOE MakaylaExposure to Romaine: years oldDays in hospital: through Days in rehab: through Diagnoses:• E. coli O:H Shiga toxin STEC E coli• Hemolytic uremic syndrome HUS• Acute renal failure requiring dialysis• Acute hemolytic anemia from HUS causing multiple blood transfusions• Acute respiratory failure requiring intubation and mechanical ventilation• Severe neurologic damage severe encephalopathy brain damage seizures multiple episodes of brain hemorrhage loss of cognitive function non verbal• Insulin dependent diabetes related to steroids to treat brain swelling• Chronic hypertension related to HUSPrognosis:• Permanent brain damage no hope to regain significant cognitive function• Damage to visual cortex permanent damage to sight• Unable to feed self permanent tube feeding via G tube• Dystonia of extremities severe contractures severe pain• Quadriplegia severe dystonia wheelchair bound• Chronic kidney stage damage from HUS likely transplant candidate if survives > years• Requires hour % assistance for all activities of daily living – risk of aspiration and death at all timesHere is a link to all he and his family went through and will go through forever: PARKER LucasSee also:And full CBC coverage: President Biden ask your food safety leadership to visit Makayla and Lucas and perhaps a congress menber or senator?I wonder if people with decision making authority sat with these families for a bit if we would have fewer foodborne illness outbreaks.,"[['speaking', 'virtually', 'the', 'Food', 'and', 'Drug', 'Law', 'Institute', 'FDLI', 'Conference', 'this', 'week:', 'guess', 'that', 'there', 'will', 'few', 'FDA', 'and', 'FSIS', 'people', 'attendance.My', 'roll', 'bring', 'some', 'reality', 'about', 'why', 'bad', 'idea', 'poison', 'your', 'customers', 'and', 'what', 'the', 'FDA', 'and', 'FSIS', 'leadership', 'should', 'doing', 'about', 'it.Exposure', 'Romaine:', 'years', 'oldDays', 'hospital:', 'through', 'Diagnoses:•', 'coli', 'O:H', 'Shiga', 'toxin', 'STEC', 'coli•', 'Hemolytic', 'uremic', 'syndrome', 'HUS•', 'Acute', 'renal', 'failure', 'requiring', 'prolonged', 'hemodialysis', 'month', 'dialysis', 'inpatient', 'and', 'month', 'outpatient', 'intermittent', 'dialysis•', 'Acute', 'respiratory', 'failure', 'requiring', 'chest', 'tube', 'intubation', 'and', 'mechanical', 'ventilation•', 'Ventilator', 'acquired', 'pneumonia•', 'Severe', 'hemolytic', 'anemia', 'from', 'HUS', 'requiring', 'multiple', 'blood', 'transfusions•', 'Pancreatitis•', 'Feeding', 'difficulties', 'requiring', 'prolonged', 'use', 'nasogastric', 'feeding', 'tube•', 'Chronic', 'hypertension', 'and', 'proteinuria', 'related', 'HUS', 'requiring', 'medicationPrognosis:•', 'Chronic', 'kidney', 'stage', 'with', 'hypertension', 'and', 'proteinuria;', 'damage', 'from', 'HUS', 'will', 'likely', 'require', 'greater', 'than', 'one', 'kidney', 'transplant', 'over', 'her', 'lifetime•', 'Chronic', 'gastrointestinal', 'difficulties', 'secondary', 'pancreatitis', 'and', 'prolonged', 'need', 'for', 'feeding', 'tube•Cognitive', 'deficits', 'related', 'prolonged', 'intensive', 'care', 'stay', 'and', 'residual', 'effects', 'from', 'HUS', 'encephalopathy', 'learning', 'disabilities', 'and', 'need', 'for', 'close', 'follow', 'cognitive', 'function•', 'Females', 'requiring', 'kidney', 'transplantation', 'are', 'high', 'risk', 'they', 'become', 'pregnant', 'Mikayla', 'will', 'not', 'likely', 'ever', 'able', 'bear', 'her', 'own', 'children•', 'Multiple', 'blood', 'transfusions', 'cause', 'problems', 'with', 'kidney', 'matching', 'for', 'transplantation', 'may', 'risk', 'waiting', 'for', 'transplant', 'and', 'increased', 'risk', 'for', 'death', 'from', 'kidney', 'failure•', 'After', 'transplantation', 'Mikayla', 'will', 'require', 'immunosuppressant', 'drugs', 'for', 'her', 'lifetime', 'placing', 'her', 'high', 'risk', 'for', 'acquiring', 'infectious', 'diseases', 'well', 'cancerHere', 'link', 'all', 'she', 'and', 'her', 'family', 'went', 'through', 'and', 'will', 'through', 'forever:', 'JARBOE', 'MakaylaExposure', 'Romaine:', 'years', 'oldDays', 'hospital:', 'through', 'Days', 'rehab:', 'through', 'Diagnoses:•', 'coli', 'O:H', 'Shiga', 'toxin', 'STEC', 'coli•', 'Hemolytic', 'uremic', 'syndrome', 'HUS•', 'Acute', 'renal', 'failure', 'requiring', 'dialysis•', 'Acute', 'hemolytic', 'anemia', 'from', 'HUS', 'causing', 'multiple', 'blood', 'transfusions•', 'Acute', 'respiratory', 'failure', 'requiring', 'intubation', 'and', 'mechanical', 'ventilation•', 'Severe', 'neurologic', 'damage', 'severe', 'encephalopathy', 'brain', 'damage', 'seizures', 'multiple', 'episodes', 'brain', 'hemorrhage', 'loss', 'cognitive', 'function', 'non', 'verbal•', 'Insulin', 'dependent', 'diabetes', 'related', 'steroids', 'treat', 'brain', 'swelling•', 'Chronic', 'hypertension', 'related', 'HUSPrognosis:•', 'Permanent', 'brain', 'damage', 'hope', 'regain', 'significant', 'cognitive', 'function•', 'Damage', 'visual', 'cortex', 'permanent', 'damage', 'sight•', 'Unable', 'feed', 'self', 'permanent', 'tube', 'feeding', 'via', 'tube•', 'Dystonia', 'extremities', 'severe', 'contractures', 'severe', 'pain•', 'Quadriplegia', 'severe', 'dystonia', 'wheelchair', 'bound•', 'Chronic', 'kidney', 'stage', 'damage', 'from', 'HUS', 'likely', 'transplant', 'candidate', 'survives', 'years•', 'Requires', 'hour', 'assistance', 'for', 'all', 'activities', 'daily', 'living', 'risk', 'aspiration', 'and', 'death', 'all', 'timesHere', 'link', 'all', 'and', 'his', 'family', 'went', 'through', 'and', 'will', 'through', 'forever:', 'PARKER', 'LucasSee', 'also:And', 'full', 'CBC', 'coverage:', 'President', 'Biden', 'ask', 'your', 'food', 'safety', 'leadership', 'visit', 'Makayla', 'and', 'Lucas', 'and', 'perhaps', 'congress', 'menber', 'senator?I', 'wonder', 'people', 'with', 'decision', 'making', 'authority', 'sat', 'with', 'these', 'families', 'for', 'bit', 'would', 'have', 'fewer', 'foodborne', 'illness', 'outbreaks.']]",1,0
356,top terms consumers prefer cheeses unam food labeled localized agri food systems mexicoOriginal Source: scroll in,"[['top', 'terms', 'consumers', 'prefer', 'cheeses', 'unam', 'food', 'labeled', 'localized', 'agri', 'food', 'systems', 'mexicoOriginal', 'Source:', 'scroll']]",1,0
357,The only petrol pump run by Saileshwori Group Fuel Centre in Silgadhi in the district is creating an artificial shortage of petroleum products alleges Ram Bahadur KC a local of Silgadhi. “The stock of petrol and diesel which is allocated by Dhangadhi based Nepal Oil Corporation for the.......Original Source: kathmandupost,"[['The', 'only', 'petrol', 'pump', 'run', 'Saileshwori', 'Group', 'Fuel', 'Centre', 'Silgadhi', 'the', 'district', 'creating', 'artificial', 'shortage', 'petroleum', 'products', 'alleges', 'Ram', 'Bahadur', 'local', 'Silgadhi.'], ['“The', 'stock', 'petrol', 'and', 'diesel', 'which', 'allocated', 'Dhangadhi', 'based', 'Nepal', 'Oil', 'Corporation', 'for', 'the.......Original', 'Source:', 'kathmandupost']]",1,0
358,Top terms director rebecca lester unknown rural futures director inside australia's $ food fraud puzzleOriginal Source: smh,"[['Top', 'terms', 'director', 'rebecca', 'lester', 'unknown', 'rural', 'futures', 'director', 'inside', ""australia's"", 'food', 'fraud', 'puzzleOriginal', 'Source:', 'smh']]",1,0
359,Coffee is one of the most consumed beverages worldwide. Out of about species of coffee there are two varieties with the greatest commercial significance Coffea arabica and Coffea canephora var robusta commonly known as arabica and robusta coffees respectively....Original Source: wired gov,"[['Coffee', 'one', 'the', 'most', 'consumed', 'beverages', 'worldwide.'], ['Out', 'about', 'species', 'coffee', 'there', 'are', 'two', 'varieties', 'with', 'the', 'greatest', 'commercial', 'significance', 'Coffea', 'arabica', 'and', 'Coffea', 'canephora', 'var', 'robusta', 'commonly', 'known', 'arabica', 'and', 'robusta', 'coffees', 'respectively....Original', 'Source:', 'wired', 'gov']]",1,0
360,"DUBLIN May /PRNewswire/ The ""Saffron Market Size Share & Trends Analysis Report by Application Food Medical Cosmetics by Region North America Europe Central & South America APAC MEA and Segment Forecasts "" report has been added to ResearchAndMarkets.com's offering....Original Source: news yahoo","[['DUBLIN', 'May', '/PRNewswire/', 'The', '""Saffron', 'Market', 'Size', 'Share', 'Trends', 'Analysis', 'Report', 'Application', 'Food', 'Medical', 'Cosmetics', 'Region', 'North', 'America', 'Europe', 'Central', 'South', 'America', 'APAC', 'MEA', 'and', 'Segment', 'Forecasts', 'report', 'has', 'been', 'added', ""ResearchAndMarkets.com's"", 'offering....Original', 'Source:', 'news', 'yahoo']]",1,0
361,CORONA Calif. Aug. /PRNewswire/ Advanced Container Technologies Inc Ticker: ACTX announced that it is now offering EASY LEAFY GREEN fertilizer from GP Solutions. The innovative formula was designed for hydroponic crops and is ideal for growing robust leafy greens and herbs....Original Source: openpr,"[['CORONA', 'Calif.', 'Aug.', '/PRNewswire/', 'Advanced', 'Container', 'Technologies', 'Inc', 'Ticker:', 'ACTX', 'announced', 'that', 'now', 'offering', 'EASY', 'LEAFY', 'GREEN', 'fertilizer', 'from', 'Solutions.'], ['The', 'innovative', 'formula', 'was', 'designed', 'for', 'hydroponic', 'crops', 'and', 'ideal', 'for', 'growing', 'robust', 'leafy', 'greens', 'and', 'herbs....Original', 'Source:', 'openpr']]",1,0
362,RAJSHAHI Dec BSS – President M Abdul Hamid today came down heavily on those mixing formalin with fruits and urged politicians teachers students and all concerned to gear up campaign against the adulteration of foods and the unscrupulous traders....Original Source: asianage,"[['RAJSHAHI', 'Dec', 'BSS', 'President', 'Abdul', 'Hamid', 'today', 'came', 'down', 'heavily', 'those', 'mixing', 'formalin', 'with', 'fruits', 'and', 'urged', 'politicians', 'teachers', 'students', 'and', 'all', 'concerned', 'gear', 'campaign', 'against', 'the', 'adulteration', 'foods', 'and', 'the', 'unscrupulous', 'traders....Original', 'Source:', 'asianage']]",1,0
363,By measuring the spread of laser light the first thing they have been able to detect is the counterfeiting of wines by researchers from the Hungarian University of Agricultural and life Sciences mate and the University of Salerno and even in the event of a very small intervention it can help to detect counterfeiting by improving the method....Original Source: securingindustry,"[['measuring', 'the', 'spread', 'laser', 'light', 'the', 'first', 'thing', 'they', 'have', 'been', 'able', 'detect', 'the', 'counterfeiting', 'wines', 'researchers', 'from', 'the', 'Hungarian', 'University', 'Agricultural', 'and', 'life', 'Sciences', 'mate', 'and', 'the', 'University', 'Salerno', 'and', 'even', 'the', 'event', 'very', 'small', 'intervention', 'can', 'help', 'detect', 'counterfeiting', 'improving', 'the', 'method....Original', 'Source:', 'securingindustry']]",1,0
364,"Riyadh is Dhu al E June m s confirmed the public food and medicine safety of additional medicines containing a article ميتفورمين to treat diabetes chemical pollution through adulteration of the family of ""النيتروزامين"" known as the substance NDMA N nitrosodimethylamine is within the articles that are likely to be carcinogenic....Original Source: news yahoo","[['Riyadh', 'Dhu', 'June', 'confirmed', 'the', 'public', 'food', 'and', 'medicine', 'safety', 'additional', 'medicines', 'containing', 'article', 'ميتفورمين', 'treat', 'diabetes', 'chemical', 'pollution', 'through', 'adulteration', 'the', 'family', '""النيتروزامين""', 'known', 'the', 'substance', 'NDMA', 'nitrosodimethylamine', 'within', 'the', 'articles', 'that', 'are', 'likely', 'carcinogenic....Original', 'Source:', 'news', 'yahoo']]",1,0
365,Top terms tea leaves unsafe food items seals four units pakistan point news halal food authorityOriginal Source: openpr,"[['Top', 'terms', 'tea', 'leaves', 'unsafe', 'food', 'items', 'seals', 'four', 'units', 'pakistan', 'point', 'news', 'halal', 'food', 'authorityOriginal', 'Source:', 'openpr']]",1,0
366,Top terms tests to encompass analytical expands range food fraud range of authenticity encompass white pepperOriginal Source: paperity,"[['Top', 'terms', 'tests', 'encompass', 'analytical', 'expands', 'range', 'food', 'fraud', 'range', 'authenticity', 'encompass', 'white', 'pepperOriginal', 'Source:', 'paperity']]",1,0
367,CHICAGO CBS.MW Wm. Wrigley Jr. Co. said Monday that it #;s getting into the candy business via a $. billion acquisition of the Life Savers and Altoids brands among others from Kraft Foods Inc.,"[['CHICAGO', 'CBS.MW', 'Wm.'], ['Wrigley', 'Jr.', 'Co.', 'said', 'Monday', 'that', '#;s', 'getting', 'into', 'the', 'candy', 'business', 'via'], ['billion', 'acquisition', 'the', 'Life', 'Savers', 'and', 'Altoids', 'brands', 'among', 'others', 'from', 'Kraft', 'Foods', 'Inc.']]",0,1
368,Consumers have ample reasons to be confused over the issue of purity of pasteurised milk now available in the market. The globally reputed International Centre for Diarrhoeal Diseases Bangladesh ICDDR B in a research study had detected harmful bacteria in per cent of samples of milk marketed by various companies....Original Source: ChinaPost,"[['Consumers', 'have', 'ample', 'reasons', 'confused', 'over', 'the', 'issue', 'purity', 'pasteurised', 'milk', 'now', 'available', 'the', 'market.'], ['The', 'globally', 'reputed', 'International', 'Centre', 'for', 'Diarrhoeal', 'Diseases', 'Bangladesh', 'ICDDR', 'research', 'study', 'had', 'detected', 'harmful', 'bacteria', 'per', 'cent', 'samples', 'milk', 'marketed', 'various', 'companies....Original', 'Source:', 'ChinaPost']]",1,0
369,Paprika powder is a widely consumed high priced product and therefore particularly prone to fraudulent practices. Nuclear magnetic resonance spectroscopy combined with one class classification was applied for non targeted detection of paprika adulteration and further chemometric tools were tested for diagnostic purposes....Original Source: foodauthenticity,"[['Paprika', 'powder', 'widely', 'consumed', 'high', 'priced', 'product', 'and', 'therefore', 'particularly', 'prone', 'fraudulent', 'practices.'], ['Nuclear', 'magnetic', 'resonance', 'spectroscopy', 'combined', 'with', 'one', 'class', 'classification', 'was', 'applied', 'for', 'non', 'targeted', 'detection', 'paprika', 'adulteration', 'and', 'further', 'chemometric', 'tools', 'were', 'tested', 'for', 'diagnostic', 'purposes....Original', 'Source:', 'foodauthenticity']]",1,0
370,THANE: A year old has been arrested in Maharashtra 's Thane district for adulterating milk meant for sale. The police raised a premises in Mira Road area here Wednesday following a tip off and found a man mixing water in the milk stock a police spokesperson said....Original Source: bjx,"[['THANE:', 'year', 'old', 'has', 'been', 'arrested', 'Maharashtra', 'Thane', 'district', 'for', 'adulterating', 'milk', 'meant', 'for', 'sale.'], ['The', 'police', 'raised', 'premises', 'Mira', 'Road', 'area', 'here', 'Wednesday', 'following', 'tip', 'off', 'and', 'found', 'man', 'mixing', 'water', 'the', 'milk', 'stock', 'police', 'spokesperson', 'said....Original', 'Source:', 'bjx']]",1,0
371,Top terms lucky charms investigation launched fall ill popular cereal sold launched over breakfastOriginal Source: bssnews,"[['Top', 'terms', 'lucky', 'charms', 'investigation', 'launched', 'fall', 'ill', 'popular', 'cereal', 'sold', 'launched', 'over', 'breakfastOriginal', 'Source:', 'bssnews']]",1,0
372,FOXBORO Mass. Sports Network The New England Patriots placed rookie wide receiver P.K. Sam on injured reserve Wednesday with a groin injury.,"[['FOXBORO', 'Mass.'], ['Sports', 'Network', 'The', 'New', 'England', 'Patriots', 'placed', 'rookie', 'wide', 'receiver', 'P.K.'], ['Sam', 'injured', 'reserve', 'Wednesday', 'with', 'groin', 'injury.']]",0,1
373,The Madhya Pradesh government's anti mafia drive was showing results and hundreds of arrests had been made in several sectors over the past six months state public relations minister PC Sharma said on Friday. He said action was concentrated on sectors in which the mafia had made inroads and.......Original Source: business standard,"[['The', 'Madhya', 'Pradesh', ""government's"", 'anti', 'mafia', 'drive', 'was', 'showing', 'results', 'and', 'hundreds', 'arrests', 'had', 'been', 'made', 'several', 'sectors', 'over', 'the', 'past', 'six', 'months', 'state', 'public', 'relations', 'minister', 'Sharma', 'said', 'Friday.'], ['said', 'action', 'was', 'concentrated', 'sectors', 'which', 'the', 'mafia', 'had', 'made', 'inroads', 'and.......Original', 'Source:', 'business', 'standard']]",1,0
374,· By A. Dr. Abderrazzaq Kusoum member of the Board of Trustees of the Federation. Free Libya this precious piece of our Arab homeland the precious bear of our Islamic nation and the effective space on our African continent Libya is surrounded by evil conspiracies and its security is threatened by mercenaries with aggression and assassinations.Original Source: urdupoint,"[['Dr.', 'Abderrazzaq', 'Kusoum', 'member', 'the', 'Board', 'Trustees', 'the', 'Federation.'], ['Free', 'Libya', 'this', 'precious', 'piece', 'our', 'Arab', 'homeland', 'the', 'precious', 'bear', 'our', 'Islamic', 'nation', 'and', 'the', 'effective', 'space', 'our', 'African', 'continent', 'Libya', 'surrounded', 'evil', 'conspiracies', 'and', 'its', 'security', 'threatened', 'mercenaries', 'with', 'aggression', 'and', 'assassinations.Original', 'Source:', 'urdupoint']]",1,0
375,RAJSHAHI Aug BSS Leadership and capacity development among youths in general can be the best ways of building sound public health through ensuring food safety. Besides emphasis should be given on the opinion given by the youths coupled with their innovations in terms of transforming.......Original Source: bssnews,"[['RAJSHAHI', 'Aug', 'BSS', 'Leadership', 'and', 'capacity', 'development', 'among', 'youths', 'general', 'can', 'the', 'best', 'ways', 'building', 'sound', 'public', 'health', 'through', 'ensuring', 'food', 'safety.'], ['Besides', 'emphasis', 'should', 'given', 'the', 'opinion', 'given', 'the', 'youths', 'coupled', 'with', 'their', 'innovations', 'terms', 'transforming.......Original', 'Source:', 'bssnews']]",1,0
376,Coimbatore: Adulterated tea is slowly making its way into th ..Read more at:,"[['Coimbatore:', 'Adulterated', 'tea', 'slowly', 'making', 'its', 'way', 'into', '..Read', 'more', 'at:']]",1,0
377,Top terms director rebecca lester unknown rural futures director inside australia's $ food fraud puzzleOriginal Source: theherald au,"[['Top', 'terms', 'director', 'rebecca', 'lester', 'unknown', 'rural', 'futures', 'director', 'inside', ""australia's"", 'food', 'fraud', 'puzzleOriginal', 'Source:', 'theherald']]",1,0
378,​ The Centre for Food Safety CFS of the Food and Environmental Hygiene Department announced today December that a sample of Chinese wolfberry leaf was found to contain a metal contaminant lead at a level exceeding the legal limit. The CFS is following up on the case....Original Source: tribune,"[['The', 'Centre', 'for', 'Food', 'Safety', 'CFS', 'the', 'Food', 'and', 'Environmental', 'Hygiene', 'Department', 'announced', 'today', 'December', 'that', 'sample', 'Chinese', 'wolfberry', 'leaf', 'was', 'found', 'contain', 'metal', 'contaminant', 'lead', 'level', 'exceeding', 'the', 'legal', 'limit.'], ['The', 'CFS', 'following', 'the', 'case....Original', 'Source:', 'tribune']]",1,0
379,An enforcement action by the Canadian authorities has uncovered nearly kg of adulterated honey worth $ . The clampdown on honey being distributed in the country was conducted by the Canadian Food Inspection Agency CFIA and was prompted by testing last year which revealed that almost.......Original Source: securingindustry,"[['enforcement', 'action', 'the', 'Canadian', 'authorities', 'has', 'uncovered', 'nearly', 'adulterated', 'honey', 'worth'], ['The', 'clampdown', 'honey', 'being', 'distributed', 'the', 'country', 'was', 'conducted', 'the', 'Canadian', 'Food', 'Inspection', 'Agency', 'CFIA', 'and', 'was', 'prompted', 'testing', 'last', 'year', 'which', 'revealed', 'that', 'almost.......Original', 'Source:', 'securingindustry']]",1,0
380,Meenakshi Kishore has bucked the trend and traded her corporate job to try her hand at an organic farm to fork model four years ago. Kishore who holds a Master in Business Administration MBA degree from the Symbiosis Institute of Management in Pune took to organic farming in Agra in after.......Original Source: sciencedirect food control,"[['Meenakshi', 'Kishore', 'has', 'bucked', 'the', 'trend', 'and', 'traded', 'her', 'corporate', 'job', 'try', 'her', 'hand', 'organic', 'farm', 'fork', 'model', 'four', 'years', 'ago.'], ['Kishore', 'who', 'holds', 'Master', 'Business', 'Administration', 'MBA', 'degree', 'from', 'the', 'Symbiosis', 'Institute', 'Management', 'Pune', 'took', 'organic', 'farming', 'Agra', 'after.......Original', 'Source:', 'sciencedirect', 'food', 'control']]",1,0
